Age,Gender,Income,Education_Level,Travel_Frequency,Preferred_Activities,Vacation_Budget,Location,Proximity_to_Mountains,Proximity_to_Beaches,Favorite_Season,Pets,Environmental_Concerns,Preference
55,female,110713,doctorate,4,sunbathing,1413,suburban,66,85,fall,1,1,0
66,female,72032,bachelor,5,sunbathing,4707,rural,78,151,spring,1,1,0
63,non-binary,45952,bachelor,5,skiing,2065,suburban,114,225,fall,0,0,1
66,female,41515,master,1,swimming,1044,urban,32,219,winter,1,0,0
25,male,48039,master,0,sunbathing,2230,rural,282,53,winter,1,1,0
60,female,71146,high school,8,swimming,1693,suburban,182,22,fall,0,0,0
37,non-binary,99949,master,7,sunbathing,3734,rural,66,105,spring,1,1,0
50,male,37681,master,7,skiing,1335,rural,218,253,winter,1,1,1
43,male,76555,master,1,sunbathing,3235,urban,29,52,winter,1,0,0
56,male,21127,master,7,swimming,1972,rural,77,116,summer,0,1,0
38,male,105568,bachelor,3,swimming,4296,suburban,202,194,fall,0,1,0
66,non-binary,44276,bachelor,4,sunbathing,3661,urban,46,104,fall,0,0,0
59,female,79785,doctorate,6,skiing,1158,rural,233,51,summer,0,0,0
60,male,72260,master,9,hiking,3294,suburban,175,42,spring,1,1,0
58,female,81724,bachelor,3,swimming,1738,rural,151,73,fall,0,1,0
26,female,79053,high school,6,skiing,1129,suburban,243,198,fall,0,1,0
41,female,110839,doctorate,2,swimming,4880,urban,287,109,summer,0,0,0
54,female,44441,bachelor,4,skiing,1786,urban,153,111,winter,0,1,0
66,non-binary,78897,master,8,skiing,2125,urban,261,54,spring,1,1,0
58,male,103871,master,7,swimming,3546,suburban,190,84,summer,0,0,0
34,male,103941,doctorate,0,sunbathing,1783,rural,274,296,winter,1,0,0
41,female,100236,bachelor,8,hiking,1927,rural,99,54,spring,0,0,0
38,male,87091,doctorate,5,sunbathing,1719,suburban,25,123,winter,0,0,0
68,female,112961,high school,7,skiing,4883,urban,77,210,winter,0,0,1
56,non-binary,109590,doctorate,6,skiing,933,suburban,299,66,fall,0,0,0
58,male,111489,doctorate,3,skiing,4047,rural,41,205,winter,1,1,1
56,female,73410,high school,1,swimming,1209,urban,88,270,summer,0,1,0
30,male,119703,master,0,swimming,3377,urban,169,251,fall,1,1,0
28,female,71994,high school,8,skiing,3681,urban,66,82,spring,0,1,1
63,male,115977,master,4,hiking,1495,rural,44,101,spring,0,0,1
36,non-binary,104241,master,6,hiking,2211,urban,9,283,spring,0,0,1
28,male,75188,high school,7,swimming,845,suburban,240,192,winter,1,0,0
30,non-binary,26801,master,3,swimming,1972,urban,27,236,spring,1,0,0
63,non-binary,98490,bachelor,6,hiking,3092,suburban,83,34,spring,1,1,0
62,female,46523,bachelor,9,hiking,4991,suburban,123,172,summer,0,1,1
18,female,35456,doctorate,1,skiing,4280,urban,183,32,spring,0,0,0
57,male,75800,bachelor,6,sunbathing,3916,urban,190,58,spring,0,1,0
61,non-binary,119470,doctorate,0,sunbathing,1330,rural,51,140,winter,1,1,0
36,female,52172,bachelor,3,skiing,926,urban,193,284,summer,1,1,1
29,non-binary,56398,bachelor,4,hiking,2139,suburban,27,131,winter,0,1,1
25,non-binary,83862,bachelor,6,skiing,3665,suburban,67,144,winter,0,1,1
25,non-binary,66610,bachelor,8,skiing,2969,rural,212,209,summer,0,1,0
62,male,50562,master,3,sunbathing,982,urban,201,10,spring,0,0,0
29,non-binary,119039,doctorate,7,hiking,692,rural,5,273,spring,0,0,1
65,non-binary,94796,doctorate,9,skiing,3821,suburban,231,70,spring,1,0,0
50,male,33414,master,0,hiking,4470,suburban,287,265,winter,0,1,0
62,male,107033,bachelor,6,swimming,2139,urban,281,161,summer,1,0,0
43,female,34587,high school,2,skiing,4610,suburban,21,231,winter,1,0,1
56,non-binary,101464,high school,4,hiking,739,suburban,256,42,summer,1,0,0
45,non-binary,34155,high school,7,sunbathing,4147,rural,192,172,winter,0,0,0
22,male,97430,doctorate,3,hiking,975,suburban,208,118,winter,0,1,0
25,male,94908,master,1,hiking,4522,rural,74,117,fall,1,0,1
42,female,56321,high school,6,swimming,2666,rural,175,8,spring,0,0,0
44,male,74287,bachelor,3,sunbathing,3059,rural,243,281,spring,0,0,0
63,male,86709,doctorate,3,sunbathing,2924,urban,50,232,fall,0,0,0
40,male,71527,high school,1,skiing,2563,suburban,191,8,fall,0,1,0
47,male,114091,doctorate,3,sunbathing,4799,urban,212,261,fall,1,1,0
62,female,30895,master,3,skiing,1114,suburban,129,62,winter,0,0,0
64,non-binary,76118,high school,9,hiking,4562,urban,57,298,summer,0,0,1
40,non-binary,47438,high school,7,swimming,3659,rural,284,202,summer,1,1,0
66,non-binary,54299,bachelor,8,swimming,4737,suburban,174,290,spring,1,1,0
64,non-binary,114280,doctorate,7,skiing,2822,suburban,104,112,summer,0,0,1
37,non-binary,95771,high school,9,sunbathing,2547,urban,284,54,fall,0,1,0
35,male,100494,bachelor,3,hiking,4533,rural,101,17,fall,0,0,0
35,non-binary,25218,master,4,skiing,1141,rural,39,208,winter,0,1,1
19,male,106410,high school,7,sunbathing,932,suburban,204,252,spring,0,0,0
21,non-binary,74482,master,6,hiking,957,suburban,95,253,summer,1,0,1
47,non-binary,113838,master,4,skiing,3275,rural,22,119,spring,1,0,1
50,male,83924,master,1,sunbathing,1116,rural,152,180,fall,1,0,0
53,non-binary,84120,bachelor,3,skiing,1841,suburban,287,255,spring,0,0,0
35,male,65914,high school,4,skiing,2793,urban,118,113,summer,0,1,0
54,female,56384,master,4,hiking,1256,urban,152,123,winter,0,1,0
36,female,114406,master,3,skiing,1863,urban,205,97,fall,1,1,0
64,female,22774,high school,3,hiking,4532,rural,268,116,summer,1,0,0
45,non-binary,39477,master,8,skiing,4004,urban,55,2,winter,1,1,0
57,non-binary,46432,bachelor,0,hiking,1689,suburban,200,17,winter,0,0,0
37,non-binary,45145,doctorate,2,skiing,1264,rural,228,96,summer,0,0,0
66,non-binary,34195,doctorate,1,skiing,2302,urban,229,275,summer,0,1,1
50,male,31722,master,0,skiing,1906,rural,187,207,winter,1,0,1
29,female,111122,high school,5,swimming,2078,suburban,16,210,winter,1,1,0
68,male,105643,high school,9,hiking,2248,rural,197,273,spring,1,1,1
32,female,89051,high school,9,sunbathing,895,urban,95,221,winter,0,1,0
58,female,59380,doctorate,4,swimming,1052,rural,208,42,spring,0,0,0
56,male,46060,master,5,swimming,4224,rural,261,187,winter,1,1,0
19,male,111680,high school,3,hiking,4174,urban,133,157,spring,0,1,1
46,male,49297,master,5,sunbathing,2002,rural,54,216,summer,1,1,0
58,female,58081,bachelor,3,swimming,1797,suburban,220,241,summer,1,1,0
27,male,76712,doctorate,2,hiking,2541,urban,153,240,summer,1,0,1
19,non-binary,119609,master,8,skiing,3056,urban,273,109,summer,0,1,0
68,male,44236,bachelor,8,sunbathing,3991,rural,58,287,winter,1,0,0
28,female,63374,doctorate,3,swimming,4218,suburban,76,34,summer,0,0,0
30,female,98003,high school,0,skiing,963,urban,100,61,fall,0,0,0
27,male,63982,bachelor,2,sunbathing,669,suburban,105,151,summer,0,1,0
31,male,68376,doctorate,0,swimming,1312,rural,208,160,spring,1,0,0
35,female,98982,master,3,skiing,3387,rural,198,85,summer,1,0,0
68,female,29528,doctorate,5,skiing,2304,urban,189,287,summer,1,1,1
26,male,73432,doctorate,3,skiing,1601,suburban,271,165,summer,0,0,0
56,non-binary,20118,bachelor,3,sunbathing,2125,rural,141,172,spring,0,1,0
45,non-binary,118212,bachelor,0,skiing,4690,urban,180,243,summer,1,0,1
20,non-binary,41405,high school,0,swimming,2941,rural,148,273,summer,1,1,0
37,female,99410,bachelor,3,hiking,3880,urban,100,194,summer,0,0,1
23,non-binary,39758,master,4,swimming,2233,urban,285,249,winter,1,0,0
44,non-binary,29071,bachelor,2,sunbathing,4004,rural,287,119,winter,1,0,0
19,male,77427,master,0,sunbathing,4539,rural,137,45,spring,0,1,0
46,male,29198,master,5,hiking,1395,suburban,222,225,fall,1,0,1
55,non-binary,102357,doctorate,3,skiing,915,rural,26,241,spring,1,1,1
20,female,102582,bachelor,2,sunbathing,3878,rural,227,39,summer,0,0,0
33,non-binary,51417,master,8,hiking,4833,urban,228,155,winter,1,0,0
47,male,58199,doctorate,7,skiing,795,suburban,215,65,fall,1,1,0
57,male,27710,doctorate,9,hiking,4103,suburban,98,158,fall,0,1,1
19,male,96099,master,7,skiing,2799,urban,47,256,summer,0,0,1
34,non-binary,74232,bachelor,8,swimming,1450,urban,219,46,summer,0,1,0
58,female,73437,high school,4,sunbathing,4939,suburban,190,166,winter,0,0,0
29,non-binary,74898,master,3,swimming,1962,suburban,235,178,spring,1,1,0
52,male,20978,high school,2,swimming,1917,suburban,240,110,fall,0,0,0
60,male,28763,bachelor,5,sunbathing,3182,rural,238,0,spring,1,1,0
18,male,61380,high school,5,skiing,3288,urban,92,5,winter,0,0,0
62,male,104769,doctorate,2,sunbathing,2485,suburban,270,287,summer,0,0,0
32,non-binary,109344,high school,1,swimming,4346,suburban,4,3,fall,0,1,0
43,non-binary,90952,high school,2,skiing,4763,rural,217,232,fall,0,0,1
54,female,54526,master,8,sunbathing,3213,urban,131,175,summer,0,1,0
38,male,52359,high school,0,swimming,1577,rural,67,119,summer,0,1,0
66,non-binary,62411,master,3,skiing,2859,urban,231,204,summer,1,0,0
48,non-binary,45378,master,8,hiking,3315,rural,148,244,winter,0,1,1
42,male,66234,master,6,hiking,1645,urban,99,0,spring,0,1,0
40,non-binary,39092,master,8,hiking,1263,rural,234,144,fall,1,0,0
41,male,62183,bachelor,3,swimming,2711,rural,141,37,winter,0,1,0
55,female,105329,high school,8,sunbathing,2027,urban,219,240,spring,0,1,0
45,male,30792,master,3,sunbathing,4448,suburban,299,48,summer,1,1,0
38,male,38908,doctorate,7,hiking,2941,urban,217,205,fall,0,1,0
60,non-binary,27601,master,5,hiking,868,rural,24,238,summer,0,0,1
35,female,77848,master,2,swimming,1383,urban,116,104,summer,1,0,0
53,female,83689,high school,7,sunbathing,3382,suburban,26,86,winter,0,1,0
52,non-binary,20533,doctorate,2,swimming,3186,rural,67,202,winter,1,1,0
62,female,49735,doctorate,4,skiing,4775,urban,37,273,summer,1,0,1
26,female,45729,bachelor,9,skiing,1552,suburban,56,202,summer,0,0,1
55,male,58697,high school,5,sunbathing,4632,rural,172,200,spring,0,0,0
47,non-binary,27581,doctorate,1,sunbathing,1212,suburban,166,225,spring,0,0,0
61,female,79563,master,6,skiing,2429,rural,269,16,winter,1,1,0
51,female,93702,high school,7,hiking,4196,urban,73,26,summer,1,0,0
49,female,24326,doctorate,1,sunbathing,4448,urban,56,50,spring,1,0,0
20,male,102514,high school,2,skiing,1234,suburban,255,225,fall,0,0,0
20,male,87667,high school,8,skiing,3742,suburban,33,95,fall,0,0,1
45,non-binary,66526,bachelor,4,sunbathing,4710,urban,213,121,summer,0,0,0
61,non-binary,27063,master,6,hiking,3167,urban,91,174,fall,0,1,1
32,male,21925,bachelor,7,swimming,2033,suburban,41,51,summer,0,0,0
58,non-binary,114586,doctorate,6,skiing,3993,suburban,182,174,winter,1,1,0
40,non-binary,76364,doctorate,7,hiking,1396,suburban,63,35,winter,0,1,0
57,non-binary,75932,bachelor,6,hiking,4728,urban,256,67,winter,1,1,0
28,male,74929,high school,2,sunbathing,1619,urban,133,108,fall,0,0,0
65,male,91311,doctorate,4,skiing,789,urban,38,271,winter,1,0,1
49,female,30741,master,8,sunbathing,3944,rural,43,226,winter,0,0,0
53,female,30086,master,3,sunbathing,1436,suburban,94,165,summer,0,0,0
50,female,106631,master,4,skiing,3600,rural,84,83,summer,1,0,0
41,female,71239,doctorate,1,skiing,3732,rural,114,230,summer,1,1,1
56,non-binary,54407,doctorate,4,skiing,4083,urban,230,124,spring,0,1,0
51,non-binary,34158,master,5,hiking,1159,rural,149,172,winter,0,1,1
45,male,97695,bachelor,6,sunbathing,721,rural,91,198,fall,0,1,0
54,non-binary,56199,doctorate,9,skiing,1195,urban,221,231,summer,1,0,1
24,non-binary,37093,master,9,sunbathing,568,suburban,272,163,winter,1,1,0
21,non-binary,92672,master,3,sunbathing,4936,rural,229,2,spring,1,1,0
54,female,87523,doctorate,0,swimming,3354,rural,144,196,winter,1,0,0
18,male,32849,bachelor,4,swimming,2732,suburban,59,14,spring,0,0,0
18,female,47577,master,6,hiking,1302,urban,171,175,spring,0,0,1
64,non-binary,29862,doctorate,1,swimming,2250,urban,251,261,fall,0,1,0
37,non-binary,35584,master,0,skiing,1224,rural,194,3,fall,0,1,0
36,male,47396,high school,8,hiking,4944,urban,208,32,summer,1,0,0
46,female,82631,master,9,swimming,2388,suburban,72,291,spring,1,1,0
27,non-binary,73766,high school,2,sunbathing,3339,urban,7,108,winter,0,0,0
35,male,41455,bachelor,8,swimming,2918,rural,47,66,summer,1,0,0
45,non-binary,52292,high school,8,sunbathing,720,urban,274,179,summer,0,1,0
52,non-binary,74896,bachelor,9,skiing,862,rural,165,36,winter,0,0,0
60,male,106602,master,3,skiing,1249,urban,153,162,winter,0,1,1
64,male,30426,high school,2,hiking,2057,rural,278,203,winter,1,1,0
48,non-binary,31420,high school,2,sunbathing,2428,suburban,223,225,summer,0,0,0
44,male,97238,high school,6,skiing,1672,suburban,54,211,fall,1,0,1
28,non-binary,72086,bachelor,4,swimming,1136,suburban,246,132,summer,0,0,0
66,female,104568,doctorate,2,skiing,853,rural,18,112,fall,0,1,1
66,non-binary,27647,high school,5,sunbathing,4474,urban,62,231,summer,0,0,0
55,male,56893,master,9,swimming,2733,suburban,118,270,winter,1,0,0
22,female,67507,master,0,skiing,3621,suburban,97,239,fall,0,0,1
25,male,78333,doctorate,9,skiing,4613,suburban,199,242,spring,1,1,1
51,non-binary,90722,doctorate,4,sunbathing,2769,suburban,111,108,winter,1,1,0
65,male,82012,high school,9,skiing,1933,suburban,226,291,fall,0,0,1
69,non-binary,62283,master,7,swimming,3256,urban,238,242,winter,0,1,0
29,male,119895,bachelor,4,skiing,3918,rural,255,293,fall,1,0,1
55,male,35528,high school,2,skiing,1112,urban,295,260,fall,0,0,0
18,non-binary,98669,high school,9,sunbathing,3199,suburban,140,57,spring,0,0,0
48,female,66887,master,3,skiing,3092,rural,298,56,winter,1,0,0
21,non-binary,64169,bachelor,8,sunbathing,1068,suburban,226,194,fall,0,1,0
66,female,23856,high school,3,swimming,4254,urban,256,202,spring,1,1,0
62,female,26158,high school,6,sunbathing,3497,rural,107,188,summer,0,0,0
67,female,33916,master,8,swimming,4831,urban,147,59,spring,1,1,0
22,female,54484,doctorate,6,sunbathing,3852,urban,118,193,summer,0,1,0
47,non-binary,66561,bachelor,2,sunbathing,1424,suburban,143,261,fall,1,0,0
41,non-binary,30184,doctorate,1,sunbathing,2816,urban,140,210,fall,1,0,0
20,female,43602,bachelor,8,swimming,4047,rural,175,213,fall,0,0,0
28,female,72344,master,0,swimming,4290,rural,262,122,spring,1,1,0
62,female,35425,doctorate,1,sunbathing,4132,rural,39,226,summer,1,0,0
21,female,80441,doctorate,6,sunbathing,4000,suburban,171,0,fall,1,0,0
43,female,74250,master,0,sunbathing,2577,suburban,122,114,spring,1,1,0
44,female,55708,bachelor,3,hiking,1696,urban,8,31,summer,1,0,1
63,male,45885,bachelor,3,swimming,4844,urban,149,179,summer,0,0,0
60,female,98570,doctorate,8,sunbathing,505,rural,159,284,spring,1,1,0
44,male,57512,bachelor,3,swimming,2248,urban,200,50,spring,0,1,0
59,non-binary,88603,high school,3,swimming,4422,suburban,114,255,winter,0,1,0
68,non-binary,76079,master,9,swimming,2168,suburban,195,150,spring,0,0,0
67,female,113207,doctorate,7,sunbathing,4869,suburban,202,159,summer,0,1,0
23,non-binary,57077,bachelor,7,skiing,4481,urban,187,259,winter,1,0,1
32,non-binary,82227,doctorate,6,hiking,4568,rural,267,152,summer,0,0,0
47,female,58973,doctorate,6,skiing,1214,rural,152,59,summer,0,0,0
59,non-binary,101533,bachelor,0,swimming,2848,suburban,96,27,winter,0,1,0
54,non-binary,68461,bachelor,0,skiing,4548,rural,208,72,winter,1,0,0
54,female,47699,master,3,hiking,792,suburban,14,226,fall,0,1,1
59,female,40778,high school,4,hiking,2216,rural,253,128,fall,1,0,0
54,female,41129,doctorate,9,hiking,3689,urban,134,104,spring,0,0,0
52,male,65377,doctorate,0,hiking,1115,suburban,54,265,winter,0,1,1
40,female,116192,high school,7,swimming,3545,rural,191,101,winter,0,0,0
23,non-binary,65668,master,6,hiking,1030,urban,288,164,spring,0,1,0
21,female,97838,high school,5,swimming,1052,rural,112,95,winter,1,0,0
35,male,67699,bachelor,3,sunbathing,3896,suburban,236,238,summer,0,1,0
26,non-binary,86865,bachelor,9,hiking,2976,suburban,222,55,spring,0,1,0
66,male,27208,doctorate,0,hiking,2376,urban,175,173,fall,0,0,0
46,non-binary,79680,bachelor,3,hiking,1653,suburban,282,18,fall,1,0,0
30,female,21701,high school,5,sunbathing,512,suburban,253,146,winter,0,0,0
64,male,114675,high school,3,sunbathing,4968,urban,146,75,fall,1,1,0
69,female,34713,doctorate,9,hiking,3173,suburban,55,280,spring,0,1,1
34,non-binary,73439,master,0,sunbathing,3283,suburban,242,269,summer,0,1,0
62,female,100265,master,3,sunbathing,3876,suburban,233,268,winter,0,1,0
49,female,41091,doctorate,5,hiking,2473,suburban,118,2,winter,1,0,0
65,non-binary,44497,bachelor,9,hiking,862,urban,116,242,fall,0,0,1
39,male,32602,doctorate,6,swimming,1919,suburban,113,166,winter,0,1,0
21,non-binary,51883,master,9,skiing,1878,rural,290,21,spring,1,1,0
22,non-binary,43097,master,6,skiing,2222,rural,239,236,winter,1,0,0
54,female,98040,doctorate,4,skiing,3164,suburban,73,285,summer,1,1,1
58,non-binary,49616,high school,2,skiing,4146,rural,118,203,fall,0,0,1
66,male,38512,doctorate,5,sunbathing,4273,urban,285,56,winter,1,0,0
30,non-binary,92151,bachelor,5,sunbathing,2560,rural,53,60,fall,1,0,0
51,non-binary,76058,doctorate,7,sunbathing,4373,rural,217,31,spring,0,1,0
62,female,67666,master,4,sunbathing,1192,urban,115,266,spring,0,0,0
39,male,36812,master,0,skiing,1974,suburban,210,57,winter,0,0,0
40,female,61329,high school,2,sunbathing,4588,rural,147,156,winter,1,1,0
68,female,69512,doctorate,8,skiing,1893,urban,116,232,summer,1,1,1
20,male,54321,bachelor,9,skiing,2662,rural,202,253,summer,1,0,1
59,male,109830,high school,1,swimming,3125,rural,232,85,spring,1,1,0
51,non-binary,26321,high school,6,hiking,2893,rural,61,149,winter,0,1,1
49,male,73897,doctorate,6,sunbathing,676,rural,285,221,fall,1,0,0
62,female,86306,bachelor,3,sunbathing,837,urban,91,249,winter,1,0,0
68,male,25744,master,4,swimming,572,rural,95,90,summer,1,0,0
66,male,40053,high school,0,skiing,716,rural,268,55,winter,0,1,0
38,male,73633,bachelor,4,hiking,4599,rural,238,118,spring,1,1,0
63,female,47467,high school,1,swimming,516,rural,212,66,summer,1,1,0
61,non-binary,109976,master,2,swimming,1810,urban,268,113,winter,0,1,0
38,non-binary,85676,master,4,hiking,2399,suburban,125,139,spring,1,1,1
61,female,94271,high school,7,skiing,617,rural,154,17,summer,1,0,0
28,non-binary,33208,doctorate,6,sunbathing,4477,urban,191,196,winter,0,1,0
56,non-binary,26642,master,9,skiing,2193,urban,186,63,spring,0,0,0
21,female,95173,high school,3,hiking,3474,urban,227,34,winter,1,0,0
68,female,20913,high school,7,skiing,2308,urban,297,252,spring,0,1,0
18,non-binary,110249,doctorate,1,hiking,3738,rural,106,230,spring,1,1,1
45,male,117460,bachelor,0,skiing,829,suburban,247,118,spring,1,1,0
41,non-binary,111858,bachelor,6,swimming,4439,urban,62,138,spring,1,0,0
52,male,60353,high school,7,swimming,4780,urban,292,198,winter,1,1,0
30,female,99775,high school,1,hiking,1251,rural,62,11,summer,1,0,0
64,male,41130,high school,3,swimming,569,urban,87,225,winter,0,1,0
51,male,24693,high school,1,swimming,4419,urban,279,109,spring,1,0,0
28,male,87741,high school,9,skiing,4225,rural,296,265,winter,0,1,0
53,female,50208,doctorate,0,swimming,3333,urban,276,8,fall,1,1,0
68,non-binary,58917,doctorate,0,swimming,4176,urban,39,81,fall,0,1,0
34,non-binary,75885,bachelor,7,swimming,1822,suburban,231,34,spring,0,1,0
52,male,48343,high school,1,swimming,2288,suburban,157,39,summer,0,0,0
35,non-binary,35554,bachelor,0,swimming,3265,suburban,190,28,spring,0,1,0
57,female,61958,master,3,sunbathing,3592,rural,113,137,summer,0,1,0
39,female,58494,high school,4,sunbathing,680,suburban,279,266,summer,0,1,0
41,female,107295,bachelor,6,hiking,2983,rural,96,143,winter,0,1,1
36,female,93213,doctorate,4,swimming,1501,urban,273,224,summer,1,0,0
54,non-binary,94619,bachelor,4,skiing,4424,urban,120,157,fall,1,1,1
56,male,116402,master,9,hiking,2458,suburban,222,224,summer,1,0,1
38,male,53724,master,9,skiing,4956,suburban,151,20,spring,1,1,0
25,male,33117,master,5,skiing,670,urban,37,90,summer,0,1,1
45,female,78325,doctorate,5,sunbathing,2580,rural,209,124,summer,1,1,0
22,non-binary,93542,high school,8,swimming,4234,suburban,249,159,winter,1,0,0
34,non-binary,88514,high school,9,sunbathing,2590,suburban,288,188,spring,1,0,0
54,non-binary,27338,doctorate,5,sunbathing,2341,urban,122,288,summer,0,0,0
53,non-binary,33828,high school,8,hiking,3087,suburban,174,28,fall,1,1,0
36,non-binary,98975,master,7,swimming,3031,urban,120,57,summer,1,1,0
44,non-binary,72269,bachelor,6,skiing,4337,suburban,152,87,spring,1,1,0
51,male,106818,doctorate,2,sunbathing,4374,rural,268,278,winter,0,1,0
28,female,46979,bachelor,8,skiing,1085,urban,30,236,winter,1,0,1
62,male,87195,master,6,swimming,1538,rural,266,223,spring,0,0,0
64,non-binary,61686,doctorate,9,sunbathing,1702,rural,9,93,spring,1,1,0
29,female,101827,doctorate,8,skiing,1690,urban,253,244,winter,0,1,0
38,female,25891,doctorate,1,skiing,1987,urban,13,157,summer,0,0,1
28,female,70620,high school,1,swimming,3685,suburban,24,247,winter,0,0,0
56,female,58145,bachelor,7,sunbathing,759,suburban,184,4,winter,0,0,0
45,non-binary,65156,bachelor,0,sunbathing,1259,urban,240,127,fall,0,1,0
22,non-binary,81602,bachelor,4,hiking,2637,rural,158,13,winter,0,1,0
34,female,92237,bachelor,0,skiing,3984,rural,272,66,fall,0,1,0
37,non-binary,53795,high school,7,hiking,2770,urban,78,277,spring,1,1,1
58,female,25563,high school,5,swimming,3993,suburban,7,211,spring,1,0,0
63,non-binary,91215,high school,7,swimming,3206,rural,148,1,winter,1,0,0
29,female,25495,bachelor,0,sunbathing,1448,rural,154,152,fall,1,0,0
23,non-binary,87075,high school,0,sunbathing,4805,rural,243,105,spring,0,0,0
34,male,74981,bachelor,8,swimming,2450,suburban,15,74,winter,0,0,0
68,male,23634,high school,6,skiing,2363,urban,34,266,winter,1,0,1
36,non-binary,74531,bachelor,5,swimming,806,rural,182,56,summer,0,1,0
43,non-binary,79733,master,2,skiing,2791,urban,293,88,winter,1,0,0
65,male,104664,high school,9,sunbathing,1569,suburban,116,64,fall,0,1,0
61,non-binary,63654,master,2,swimming,3115,rural,260,207,spring,0,1,0
61,female,68047,doctorate,7,sunbathing,1884,urban,73,163,spring,1,1,0
69,non-binary,33132,high school,7,skiing,1775,urban,153,172,fall,0,1,1
49,non-binary,87562,master,9,hiking,3585,rural,219,3,summer,1,1,0
23,male,91146,master,0,skiing,3636,rural,81,236,fall,1,1,1
53,male,39943,master,5,sunbathing,1632,urban,194,69,winter,1,1,0
55,non-binary,45420,doctorate,8,skiing,4482,suburban,67,281,summer,0,0,1
28,female,23267,high school,8,skiing,3402,rural,34,244,summer,0,1,1
50,non-binary,103071,doctorate,0,sunbathing,4703,urban,284,151,summer,0,0,0
41,female,36823,bachelor,9,sunbathing,4844,suburban,227,261,winter,1,1,0
40,female,45880,bachelor,3,swimming,4610,rural,53,205,spring,0,0,0
32,non-binary,57874,bachelor,2,skiing,1687,urban,119,149,winter,1,1,1
44,female,68485,doctorate,1,hiking,3561,rural,64,139,fall,0,0,1
28,male,79554,high school,3,skiing,4426,suburban,33,276,spring,0,0,1
68,female,74877,bachelor,2,swimming,3813,suburban,127,211,spring,1,0,0
67,female,91702,doctorate,1,hiking,4003,urban,161,283,fall,0,0,1
34,female,57258,high school,3,sunbathing,4988,suburban,207,299,winter,0,0,0
68,male,92782,bachelor,1,hiking,4292,rural,12,178,spring,0,0,1
31,male,44302,master,5,skiing,3681,suburban,148,202,fall,0,0,1
44,non-binary,34254,doctorate,9,skiing,1383,rural,265,136,summer,0,1,0
35,female,84779,master,5,skiing,4898,urban,171,69,spring,0,0,0
45,male,59154,doctorate,4,sunbathing,2904,rural,255,164,spring,1,1,0
68,female,115650,master,4,sunbathing,4032,urban,106,150,winter,1,0,0
64,female,29505,doctorate,4,skiing,3497,urban,232,187,summer,1,0,0
64,non-binary,112288,doctorate,7,swimming,2403,suburban,78,224,summer,0,0,0
21,female,74431,high school,7,hiking,512,rural,97,272,fall,0,0,1
24,male,62883,master,9,skiing,862,urban,52,26,summer,0,1,0
62,non-binary,43959,doctorate,5,sunbathing,3519,rural,253,261,spring,0,0,0
52,non-binary,21355,master,8,skiing,4187,urban,67,106,winter,0,0,1
65,female,72117,bachelor,5,skiing,524,urban,124,213,fall,0,0,1
26,female,119568,high school,8,sunbathing,4924,rural,227,277,winter,0,1,0
25,male,102850,doctorate,9,skiing,4321,suburban,68,229,winter,1,0,1
69,female,107508,bachelor,6,hiking,4773,rural,63,282,summer,0,0,1
62,male,48784,master,6,sunbathing,1059,rural,6,68,fall,1,1,0
34,female,80304,master,3,sunbathing,1166,suburban,65,175,winter,0,1,0
34,male,65033,bachelor,8,swimming,2309,suburban,146,171,winter,0,0,0
66,female,35662,doctorate,4,sunbathing,2661,rural,115,245,winter,1,0,0
50,non-binary,32712,high school,2,hiking,4426,suburban,45,273,spring,0,0,1
49,male,54832,high school,4,sunbathing,3567,urban,269,35,spring,1,0,0
25,non-binary,84003,bachelor,3,sunbathing,2850,suburban,271,92,fall,0,0,0
36,non-binary,48151,bachelor,4,sunbathing,982,rural,186,265,winter,1,1,0
55,non-binary,43592,high school,7,hiking,2315,rural,141,244,spring,0,0,1
20,non-binary,41125,master,2,hiking,2301,urban,164,110,winter,0,1,0
22,male,21963,master,0,swimming,4804,suburban,147,145,summer,1,1,0
30,female,66231,high school,6,hiking,1648,urban,296,134,summer,1,0,0
64,non-binary,33365,bachelor,2,hiking,1746,rural,48,258,fall,0,1,1
63,female,35047,master,7,swimming,946,rural,253,75,winter,1,1,0
48,male,29064,doctorate,4,skiing,4448,rural,38,176,fall,0,1,1
33,female,26490,high school,5,swimming,981,rural,116,184,summer,1,1,0
67,male,105790,doctorate,2,skiing,4771,urban,282,58,spring,1,0,0
49,female,111400,master,9,swimming,3200,suburban,136,164,summer,0,0,0
39,male,40177,doctorate,3,skiing,2061,rural,246,129,summer,0,1,0
46,male,61780,doctorate,1,hiking,3525,suburban,147,254,spring,0,1,1
39,female,69787,bachelor,5,swimming,2206,urban,82,288,fall,1,0,0
60,non-binary,110113,master,3,hiking,4334,rural,255,15,winter,0,0,0
20,non-binary,105205,doctorate,6,hiking,1920,rural,79,275,fall,1,1,1
27,female,32691,doctorate,4,sunbathing,4300,urban,116,123,summer,0,1,0
59,non-binary,110999,high school,2,hiking,4708,suburban,96,196,spring,1,0,1
38,non-binary,48419,bachelor,2,swimming,2577,rural,68,113,fall,0,1,0
33,male,47877,high school,1,skiing,3800,rural,291,219,winter,1,0,0
29,female,101579,high school,7,swimming,3295,suburban,165,1,winter,0,0,0
19,non-binary,92509,master,1,hiking,1434,rural,124,103,summer,1,0,0
